,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
428,Mario ,Break Up,249027,2009,0.44,0.517,0,-7.355,0.363,0.428,0.0,0.173,0.475,73.881
429,Beyonce,Sweet Dreams,208067,2009,0.694,0.825,1,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949
430,Young Money,Every Girl,315320,2009,0.632,0.73,6,-5.895,0.245,0.00316,0.0,0.397,0.762,76.067
431,Colbie Caillat,Fallin' For You,215547,2009,0.644,0.834,4,-6.473,0.0275,0.156,0.0,0.112,0.593,117.043
432,The Veronicas,Untouched,255360,2009,0.557,0.783,6,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008
433,Nickelback,If Today Was Your Last Day,249067,2009,0.485,0.911,3,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956
434,Fabolous ,Throw It In The Bag,231573,2009,0.789,0.55,11,-7.423,0.0473,0.174,0.0,0.0614,0.696,172.049
435,Boys Like Girls,Love Drunk,226707,2009,0.44,0.976,10,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005
436,Asher Roth,I Love College,241933,2009,0.713,0.826,8,-4.075,0.243,0.0897,0.0,0.421,0.664,86.444
437,Britney Spears,If U Seek Amy,216520,2009,0.717,0.587,4,-7.296,0.0339,0.0192,0.0,0.0523,0.544,129.954
438,Jason Aldean,Big Green Tractor,204200,2009,0.623,0.59,4,-5.014,0.028,0.646,0.0,0.295,0.579,137.071
439,Taylor Swift,White Horse,234427,2009,0.578,0.34,0,-8.027,0.0264,0.305,0.0,0.104,0.223,92.702
440,Rihanna,Disturbia,238627,2009,0.707,0.813,11,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921
441,Green Day,21 Guns,321093,2009,0.268,0.742,5,-4.939,0.0355,0.0518,0.0,0.626,0.416,159.779
442,The-Dream,Rockin' That Thang,221933,2009,0.674,0.616,8,-4.757,0.0432,0.118,0.0,0.289,0.63,77.968
443,Zac Brown Band,Chicken Fried,238147,2009,0.566,0.713,6,-4.25,0.0417,0.645,0.0,0.114,0.807,169.864
444,Beyonce,Diva,165873,2009,0.574,0.845,9,-7.406,0.164,0.0276,0.00029,0.387,0.486,145.921
445,Iyaz,Replay,182307,2009,0.706,0.751,9,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031
446,Brad Paisley,Then,321640,2009,0.493,0.643,0,-5.19,0.0299,0.512,2.42e-05,0.209,0.3,144.717
447,Rob Thomas,Her Diamonds,280000,2009,0.555,0.924,7,-4.93,0.0604,0.0159,0.0,0.075,0.865,87.606
448,Jesse McCartney ,How Do You Sleep?,208333,2009,0.747,0.878,8,-3.533,0.0282,0.343,0.0,0.0872,0.557,106.004
449,Britney Spears,3,213173,2009,0.697,0.709,5,-1.917,0.0455,0.0452,0.0,0.138,0.787,134.91
450,Drake ,Forever,357347,2009,0.415,0.926,5,-1.304,0.374,0.253,0.0,0.256,0.542,158.423
451,Justin Bieber,One Time,215867,2009,0.691,0.853,1,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999
452,Lady Antebellum,I Run To You,256013,2009,0.656,0.786,3,-4.451,0.034,0.163,5.99e-05,0.124,0.378,113.963
453,Kelly Clarkson,I Do Not Hook Up,200347,2009,0.502,0.938,9,-3.114,0.13,0.00098,0.0,0.318,0.35,144.077
454,John Legend ,Green Light,284187,2009,0.622,0.882,9,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506
455,Billy Currington,People Are Crazy,231360,2009,0.651,0.699,5,-5.006,0.0265,0.213,0.000265,0.12,0.36,141.938
456,Zac Brown Band,Whatever It Is,208213,2009,0.686,0.576,1,-6.632,0.0284,0.443,1.7e-05,0.212,0.72,83.971
457,Kelly Clarkson,Already Gone,281560,2009,0.209,0.872,9,-2.996,0.0757,0.217,0.0,0.0768,0.294,78.139
458,Kristinia DeBarge,Goodbye,208133,2009,0.777,0.82,1,-3.211,0.0471,0.00505,2.6e-05,0.142,0.651,119.987
459,Michael Franti & Spearhead ,Say Hey (I Love You),235760,2009,0.738,0.983,5,-4.374,0.0855,0.038,5.93e-06,0.183,0.957,92.998
460,Maxwell,Pretty Wings,310520,2009,0.563,0.402,9,-10.496,0.0668,0.252,2.07e-06,0.0886,0.2,115.561
461,The Fray,Never Say Never,256613,2009,0.23,0.492,8,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139
462,Lady Antebellum,Need You Now,277573,2010,0.587,0.622,4,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943
463,Train,"Hey, Soul Sister",216773,2010,0.673,0.886,1,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012
464,Katy Perry ,California Gurls,234653,2010,0.791,0.754,0,-3.729,0.0569,0.00446,0.0,0.163,0.425,125.014
465,Usher ,OMG,269493,2010,0.781,0.745,4,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998
466,B.o.B ,Airplanes,180480,2010,0.66,0.867,6,-4.285,0.116,0.11,0.0,0.0368,0.377,93.033
467,Eminem ,Love The Way You Lie,263373,2010,0.749,0.925,10,-5.034,0.227,0.241,0.0,0.52,0.641,86.989
468,Lady Gaga,Bad Romance,294573,2010,0.696,0.921,0,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001
469,Taio Cruz,Dynamite,203867,2010,0.754,0.804,4,-3.177,0.0853,0.00332,0.0,0.0329,0.818,119.968
470,Taio Cruz ,Break Your Heart,186267,2010,0.666,0.899,8,-4.676,0.028,0.00155,0.0,0.0677,0.629,122.05
471,B.o.B ,Nothin' On You,268320,2010,0.688,0.853,10,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993
472,Enrique Iglesias ,I Like It,231787,2010,0.646,0.94,10,-2.856,0.0838,0.0209,0.0,0.0691,0.704,129.011
473,Young Money ,BedRock,288133,2010,0.733,0.664,8,-6.163,0.295,0.102,0.0,0.191,0.557,148.005
474,Jason Derulo,In My Head,199027,2010,0.762,0.748,0,-4.15,0.033,0.0266,0.0,0.348,0.851,110.009
475,Rihanna,Rude Boy,222920,2010,0.563,0.75,11,-4.496,0.127,0.113,0.0,0.0788,0.812,173.906
476,Lady Gaga ,Telephone,220627,2010,0.825,0.832,5,-5.853,0.0403,0.00587,0.000789,0.114,0.713,122.021
477,Katy Perry,Teenage Dream,227760,2010,0.719,0.804,10,-4.581,0.0355,0.0132,3.02e-06,0.139,0.605,119.999
478,Bruno Mars,Just The Way You Are,220733,2010,0.637,0.843,5,-5.413,0.0432,0.0151,0.0,0.0876,0.434,109.012
479,Mike Posner,Cooler Than Me,213293,2010,0.768,0.82,7,-4.63,0.0475,0.179,0.0,0.704,0.625,129.969
480,The Black Eyed Peas,Imma Be,257560,2010,0.597,0.517,0,-6.963,0.365,0.179,0.0,0.307,0.412,92.035
481,Usher ,DJ Got Us Fallin' In Love,220800,2010,0.663,0.861,7,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963
482,Travie McCoy ,Billionaire,211160,2010,0.633,0.673,6,-6.403,0.258,0.297,0.0,0.206,0.659,86.776
483,Eminem,Not Afraid,248133,2010,0.855,0.954,0,-1.19,0.264,0.529,0.0,0.205,0.668,114.635
484,Iyaz,Replay,182307,2010,0.706,0.751,9,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031
485,David Guetta ,Sexy Chick,194347,2010,0.809,0.562,11,-7.694,0.0534,0.0816,0.000418,0.105,0.798,130.003
486,The Script,Breakeven,261427,2010,0.63,0.698,10,-4.51,0.0244,0.173,0.0,0.0789,0.529,94.023
487,Ke$ha,Your Love Is My Drug,179667,2010,0.902,0.623,6,-6.647,0.0967,0.0626,0.0,0.0654,0.725,120.05
488,The Black Eyed Peas,I Gotta Feeling,289133,2010,0.743,0.766,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96
489,Owl City,Fireflies,228347,2010,0.513,0.661,3,-6.8,0.0439,0.0274,0.0,0.118,0.461,180.118
490,Trey Songz ,Say Aah,207547,2010,0.724,0.87,1,-3.614,0.113,0.00453,0.0,0.833,0.81,93.01
491,Drake,Find Your Love,208947,2010,0.627,0.614,6,-6.006,0.17,0.0211,0.0,0.0286,0.758,96.038
492,Lady Gaga,Alejandro,274213,2010,0.626,0.799,11,-6.612,0.046,0.000358,0.00155,0.36,0.369,98.992
493,Jason Derulo,Ridin' Solo,215747,2010,0.442,0.83,9,-4.02,0.146,0.128,0.0,0.129,0.578,89.338
494,Nelly,Just A Dream,237800,2010,0.531,0.752,1,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917
495,Ludacris,How Low,201587,2010,0.784,0.498,1,-6.977,0.0533,0.00248,1.23e-06,0.224,0.418,143.96
496,Far*East Movement ,Like A G6,216893,2010,0.435,0.837,3,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913
497,Timbaland ,Carry Out,232467,2010,0.531,0.574,10,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68
498,Flo Rida ,Club Can't Handle Me,234560,2010,0.616,0.869,0,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.966
499,Jay Sean ,Down,212107,2010,0.657,0.695,2,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
500,La Roux,Bulletproof,205733,2010,0.674,0.882,3,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016
501,Jason Derulo,Whatcha Say,221253,2010,0.615,0.711,11,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036
502,Justin Bieber ,Baby,214240,2010,0.728,0.86,5,-5.237,0.137,0.0401,0.0,0.111,0.535,65.043
503,Adam Lambert,Whataya Want From Me,227320,2010,0.44,0.683,11,-4.732,0.0489,0.00706,0.0,0.0593,0.445,185.948
504,Taylor Swift,Mine,230707,2010,0.624,0.757,7,-2.94,0.0296,0.00265,1.87e-06,0.189,0.658,121.07
505,Rihanna,Only Girl (In The World),235520,2010,0.786,0.716,11,-4.253,0.0409,0.102,1.72e-05,0.0557,0.595,125.921
506,Kris Allen,Live Like We're Dying,212507,2010,0.589,0.893,0,-2.948,0.0397,0.0273,0.0,0.343,0.94,92.011
507,Rihanna ,Hard,250600,2010,0.31,0.746,1,-3.599,0.111,0.0121,0.0,0.649,0.163,182.032
508,Trey Songz ,Bottoms Up,242013,2010,0.845,0.601,1,-5.283,0.161,0.0205,0.0,0.385,0.329,74.008
509,Jay Sean ,Do You Remember,210307,2010,0.855,0.668,11,-4.892,0.0644,0.0242,0.0,0.102,0.803,125.846
510,OneRepublic,All The Right Moves,238000,2010,0.529,0.948,0,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024
511,Orianthi,According To You,200347,2010,0.619,0.917,5,-2.582,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002
512,Ludacris ,My Chick Bad,216933,2010,0.624,0.723,1,-6.782,0.378,0.172,0.0,0.483,0.757,84.789
513,Taylor Swift,You Belong With Me,231133,2010,0.687,0.783,6,-4.44,0.0386,0.162,1.35e-05,0.114,0.443,129.964
514,The Black Eyed Peas,Meet Me Halfway,284373,2010,0.798,0.629,11,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0
515,Ke$ha,Take It Off,241319,2010,0.923,0.742,1,-4.319,0.0349,0.00633,3.45e-05,0.049,0.747,110.013
516,Drake,Over,233560,2010,0.35,0.845,7,-5.614,0.2,0.0107,0.0,0.123,0.45,99.643
517,Neon Trees,Animal,212293,2010,0.482,0.833,5,-5.611,0.0449,0.000346,0.0,0.365,0.74,148.039
518,Maroon 5,Misery,216200,2010,0.704,0.81,4,-4.874,0.0425,0.000315,0.0,0.216,0.726,102.98
519,B.o.B ,Magic,196133,2010,0.549,0.932,8,-4.11,0.343,0.0127,0.0,0.347,0.787,82.439
520,Lady Gaga,Paparazzi,208307,2010,0.763,0.693,5,-3.973,0.0438,0.111,0.0,0.101,0.399,114.912
521,New Boyz ,Tie Me Down,178808,2010,0.42,0.787,8,-4.467,0.294,0.0104,0.0,0.198,0.38,97.967
522,Nicki Minaj,Your Love,245253,2010,0.424,0.52,11,-10.231,0.343,0.00204,0.00413,0.411,0.184,189.613
523,Miley Cyrus,Party In The U.S.A.,202067,2010,0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021
524,Chris Brown ,Deuces,276560,2010,0.692,0.736,1,-5.109,0.11,0.0324,0.0,0.0787,0.217,73.987
525,Britney Spears,3,213173,2010,0.697,0.709,5,-1.917,0.0455,0.0452,0.0,0.138,0.787,134.91
526,Shontelle,Impossible,226533,2010,0.599,0.624,8,-3.631,0.0343,0.385,0.0,0.125,0.539,90.034
527,Drake ,Forever,357347,2010,0.415,0.926,5,-1.304,0.374,0.253,0.0,0.256,0.542,158.423
528,Boys Like Girls ,Two Is Better Than One,242840,2010,0.521,0.702,0,-5.189,0.0331,0.189,0.0,0.0962,0.25,127.976
529,3OH!3 ,My First Kiss,192440,2010,0.682,0.889,0,-4.166,0.0804,0.00564,0.0,0.36,0.827,138.021
530,Kelly Clarkson,Already Gone,281560,2010,0.209,0.872,9,-2.996,0.0757,0.217,0.0,0.0768,0.294,78.139
531,The Black Eyed Peas,Rock That Body,268840,2010,0.715,0.907,7,-6.025,0.0993,0.0172,8.39e-05,0.426,0.841,124.992
532,OneRepublic,Secrets,224693,2010,0.516,0.764,2,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021
533,Selena Gomez & The Scene,Naturally,202587,2010,0.605,0.902,10,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612
534,Alicia Keys,Un-Thinkable (I'm Ready),249240,2010,0.595,0.507,7,-7.892,0.0618,0.732,1.97e-05,0.106,0.337,86.099
535,DJ Khaled ,All I Do Is Win,227293,2010,0.549,0.791,10,-3.535,0.133,0.0104,0.0,0.444,0.293,150.094
536,Kevin Rudolf ,I Made It (Cash Money Heroes),249547,2010,0.592,0.944,7,-2.94,0.111,0.043,0.0,0.365,0.574,124.42
537,Sugarland,Stuck Like Glue,247587,2010,0.702,0.795,1,-4.764,0.0568,0.329,0.0,0.0505,0.836,83.961
538,Usher ,Hey Daddy (Daddy's Home),224093,2010,0.59,0.698,11,-4.262,0.0286,0.000176,0.0,0.107,0.352,95.975
539,Usher,There Goes My Baby,281293,2010,0.626,0.52,9,-8.077,0.0892,0.175,0.0,0.13,0.257,77.468
540,Taylor Swift,Today Was A Fairytale,241813,2010,0.485,0.717,7,-4.54,0.0321,0.0284,5.63e-06,0.14,0.356,158.047
541,Timbaland ,Say Something,240920,2010,0.555,0.713,11,-4.549,0.0911,0.0845,0.0,0.712,0.725,79.934
542,Beyonce,Sweet Dreams,208067,2010,0.694,0.825,1,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949
543,Kings Of Leon,Use Somebody,230760,2010,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028
544,Carrie Underwood,Undo It,177253,2010,0.476,0.84,2,-2.259,0.058,0.11,0.0,0.046,0.648,156.254
545,Lil Wayne ,Right Above It,271947,2010,0.376,0.841,3,-4.348,0.356,0.0435,0.0,0.578,0.463,76.052
546,Miranda Lambert,The House That Built Me,236627,2010,0.515,0.3,5,-8.005,0.0289,0.575,8.46e-06,0.115,0.206,81.12
547,The Band Perry,If I Die Young,222773,2010,0.606,0.497,4,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739
548,Paramore,The Only Exception,267653,2010,0.452,0.563,4,-6.607,0.0272,0.144,0.0,0.143,0.209,137.715
549,Lady Antebellum,American Honey,224867,2010,0.588,0.684,1,-5.154,0.0288,0.508,0.0,0.141,0.121,85.997
550,Sara Bareilles,King Of Anything,207493,2010,0.676,0.762,1,-4.172,0.0351,0.461,0.0,0.0574,0.81,119.003
551,Daughtry,Life After You,207213,2010,0.396,0.796,5,-3.253,0.0357,0.0597,0.0,0.407,0.362,154.037
552,Uncle Kracker,Smile,201627,2010,0.541,0.812,4,-3.764,0.0336,0.203,0.0,0.42,0.607,141.056
553,Cali Swag District,Teach Me How To Dougie,237480,2010,0.846,0.438,11,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013
554,Alicia Keys,Try Sleeping With A Broken Heart,249013,2010,0.496,0.82,5,-5.155,0.112,0.158,0.246,0.13,0.549,110.977
555,Jerrod Niemann,"Lover, Lover",193733,2010,0.879,0.567,7,-6.509,0.0586,0.184,0.0,0.622,0.948,112.472
556,Adele,Rolling In The Deep,228293,2011,0.729,0.756,8,-5.119,0.0294,0.131,0.0,0.0527,0.522,104.945
557,LMFAO ,Party Rock Anthem,262173,2011,0.75,0.727,5,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993
558,Katy Perry,Firework,227880,2011,0.638,0.826,8,-4.968,0.0479,0.139,0.0,0.0803,0.649,124.072
559,Katy Perry ,E.T.,229573,2011,0.62,0.869,1,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684
560,Pitbull ,Give Me Everything,252307,2011,0.671,0.939,8,-3.206,0.161,0.192,0.0,0.298,0.529,129.023
561,Bruno Mars,Grenade,223253,2011,0.706,0.558,2,-7.237,0.0593,0.146,0.0,0.118,0.227,110.443
562,Nicki Minaj,Super Bass,200013,2011,0.72,0.861,11,-4.339,0.209,0.269,5.11e-06,0.601,0.669,126.991
563,Maroon 5 ,Moves Like Jagger,201160,2011,0.722,0.758,11,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047
564,The Black Eyed Peas,Just Can't Get Enough,219427,2011,0.659,0.628,0,-8.685,0.179,0.186,0.0,0.105,0.262,94.05
565,Jennifer Lopez ,On The Floor,230907,2011,0.758,0.686,11,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007
566,Rihanna,S&M,243533,2011,0.766,0.682,1,-5.02,0.0419,0.0113,0.00016,0.104,0.833,127.966
567,Foster The People,Pumped Up Kicks,239600,2011,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975
568,Katy Perry,Last Friday Night (T.G.I.F.),230747,2011,0.649,0.815,3,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03
569,Bruno Mars,Just The Way You Are,220733,2011,0.637,0.843,5,-5.413,0.0432,0.0151,0.0,0.0876,0.434,109.012
570,Enrique Iglesias ,Tonight (I'm Lovin' You),228024,2011,0.802,0.715,0,-8.81,0.275,0.327,0.000248,0.126,0.522,125.936
571,P!nk,Raise Your Glass,202960,2011,0.7,0.709,7,-5.006,0.0839,0.0048,0.0,0.0289,0.625,122.019
572,Lady Gaga,Born This Way,260253,2011,0.587,0.828,11,-5.108,0.161,0.00327,0.0,0.331,0.494,123.907
573,P!nk,F**kin' Perfect,213413,2011,0.57,0.646,7,-4.748,0.0331,0.0412,0.0,0.362,0.485,91.954
574,Chris Brown ,Look At Me Now,222587,2011,0.767,0.677,11,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155
575,Jeremih ,Down On Me,228453,2011,0.7,0.598,2,-7.783,0.114,0.0369,0.0,0.111,0.594,160.041
576,Lil Wayne,How To Love,240307,2011,0.644,0.661,11,-6.093,0.0418,0.000177,5.14e-06,0.108,0.272,154.001
577,Adele,Someone Like You,285040,2011,0.559,0.33,9,-8.251,0.0285,0.892,0.0,0.0975,0.285,135.109
578,OneRepublic,Good Life,253307,2011,0.634,0.69,6,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988
579,Bruno Mars,The Lazy Song,190213,2011,0.738,0.804,11,-3.851,0.0621,0.332,0.0,0.279,0.949,174.943
580,Britney Spears,Till The World Ends,237947,2011,0.693,0.705,8,-5.747,0.0665,0.0228,0.0,0.202,0.45,131.951
581,Lupe Fiasco,The Show Goes On,239613,2011,0.591,0.889,7,-3.839,0.115,0.0189,0.0,0.155,0.65,143.067
582,Lady Gaga,The Edge Of Glory,320587,2011,0.581,0.772,9,-6.544,0.0401,0.000343,0.0191,0.11,0.361,127.952
583,Ke$ha,We R Who We R,199054,2011,0.744,0.474,8,-12.81,0.112,0.214,0.0,0.231,0.745,119.999
584,Wiz Khalifa,Black And Yellow,217667,2011,0.684,0.834,2,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02
585,Hot Chelle Rae,Tonight Tonight,200467,2011,0.686,0.783,4,-4.977,0.119,0.0764,0.0,0.163,0.814,99.978
586,Ke$ha,Blow,209464,2011,0.765,0.612,7,-6.342,0.0382,1.51e-05,0.873,0.159,0.229,119.997
587,Bad Meets Evil ,Lighters,303813,2011,0.676,0.695,0,-8.327,0.245,0.352,0.0,0.119,0.144,90.268
588,The Band Perry,If I Die Young,222773,2011,0.606,0.497,4,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739
589,Gym Class Heroes ,Stereo Hearts,210960,2011,0.646,0.795,9,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99
590,The Black Eyed Peas,The Time (Dirty Bit),307640,2011,0.816,0.813,6,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979
591,Diddy - Dirty Money ,Coming Home,238693,2011,0.392,0.839,7,-1.921,0.193,0.158,0.0,0.3,0.232,168.001
592,Pitbull ,Hey Baby (Drop It To The Floor),234453,2011,0.595,0.913,10,-3.428,0.0884,0.0435,0.0,0.259,0.762,128.021
593,Rihanna,Only Girl (In The World),235520,2011,0.786,0.716,11,-4.253,0.0409,0.102,1.72e-05,0.0557,0.595,125.921
594,Lil Wayne ,6 Foot 7 Foot,248587,2011,0.365,0.751,2,-5.429,0.304,0.000707,0.0,0.318,0.604,79.119
595,Lady Antebellum,Just A Kiss,218840,2011,0.593,0.639,1,-5.826,0.0307,0.446,0.0,0.0998,0.332,142.881
596,Jason Aldean,Dirt Road Anthem,229400,2011,0.68,0.741,2,-5.055,0.0357,0.347,1.87e-06,0.117,0.635,127.024
597,Taio Cruz,Dynamite,203867,2011,0.754,0.804,4,-3.177,0.0853,0.00332,0.0,0.0329,0.818,119.968
598,Waka Flocka Flame ,No Hands,263773,2011,0.76,0.595,1,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497
599,Britney Spears,I Wanna Go,210267,2011,0.696,0.546,5,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002
600,Cobra Starship ,You Make Me Feel...,215693,2011,0.668,0.857,7,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959
601,Chris Brown,Yeah 3X,241667,2011,0.705,0.882,11,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0
602,Nicki Minaj ,Moment 4 Life,279307,2011,0.68,0.882,11,-3.883,0.236,0.406,0.0,0.241,0.386,97.943
603,Dr. Dre ,I Need A Doctor,283733,2011,0.594,0.946,3,-4.521,0.452,0.0869,0.0,0.306,0.397,155.826
604,Nelly,Just A Dream,237800,2011,0.531,0.752,1,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917
605,Kelly Rowland ,Motivation,231173,2011,0.735,0.679,9,-5.588,0.0431,0.18,0.000198,0.0766,0.264,140.858
606,Edward Maya & Vika Jigulina,Stereo Love,182373,2011,0.668,0.749,1,-6.695,0.0331,0.0234,0.000298,0.0697,0.128,127.113
607,Christina Perri,Jar Of Hearts,246587,2011,0.349,0.348,3,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541
608,Wiz Khalifa,Roll Up,227773,2011,0.523,0.805,3,-5.473,0.192,0.0524,0.0,0.0914,0.602,125.358
609,LMFAO,Sexy And I Know It,199480,2011,0.707,0.861,7,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
610,Far*East Movement ,Rocketeer,211253,2011,0.664,0.845,4,-6.115,0.0461,0.181,0.0,0.267,0.357,96.005
611,Kanye West,All Of The Lights,299613,2011,0.541,0.803,1,-3.284,0.0738,0.0796,1.71e-05,0.176,0.221,142.135
612,Britney Spears,Hold It Against Me,228827,2011,0.648,0.722,0,-4.813,0.0427,0.0103,0.0,0.24,0.389,132.973
613,Usher,More,219987,2011,0.551,0.893,7,-2.628,0.0543,0.00166,0.0,0.348,0.794,125.083
614,Avril Lavigne,What The Hell,220707,2011,0.578,0.926,6,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976
615,Tinie Tempah ,Written In The Stars,219560,2011,0.644,0.945,7,-3.534,0.0717,0.0587,0.0,0.184,0.573,91.017
616,Trey Songz ,Bottoms Up,242013,2011,0.845,0.601,1,-5.283,0.161,0.0205,0.0,0.385,0.329,74.008
617,Usher ,DJ Got Us Fallin' In Love,220800,2011,0.663,0.861,7,-3.398,0.109,0.0338,0.0,0.082,0.654,119.963
618,The Script,For The First Time,252853,2011,0.396,0.629,9,-4.78,0.0287,0.0328,0.0,0.183,0.358,173.794
619,Blake Shelton,Honey Bee,210720,2011,0.481,0.849,4,-5.131,0.0385,0.00167,1.49e-06,0.121,0.723,205.57
620,Rihanna ,We Found Love,215227,2011,0.734,0.766,1,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986
621,Keri Hilson,Pretty Girl Rock,243920,2011,0.666,0.87,11,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014
622,Lady Gaga,You And I,307347,2011,0.518,0.709,2,-5.234,0.0476,0.075,0.0,0.0935,0.514,127.083
623,Far*East Movement ,Like A G6,216893,2011,0.435,0.837,3,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913
624,David Guetta ,Without You,208133,2011,0.608,0.614,2,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884
625,Taylor Swift,Back To December,293027,2011,0.529,0.67,2,-4.663,0.0303,0.117,0.0,0.334,0.286,141.893
626,Katy Perry,Teenage Dream,227760,2011,0.719,0.804,10,-4.581,0.0355,0.0132,3.02e-06,0.139,0.605,119.999
627,Eli Young Band,Crazy Girl,200707,2011,0.366,0.651,4,-3.842,0.031,0.000415,0.00526,0.271,0.257,151.343
628,Rihanna,Cheers (Drink To That),261747,2011,0.576,0.912,9,-3.623,0.0403,0.0182,0.0,0.293,0.727,79.981
629,Selena Gomez & The Scene,Who Says,195613,2011,0.682,0.927,4,-2.915,0.0479,0.0843,0.0,0.149,0.744,101.019
630,Jake Owen,Barefoot Blue Jean Night,167427,2011,0.6,0.808,4,-4.679,0.0403,0.208,0.0,0.196,0.809,172.016
631,Zac Brown Band ,Knee Deep,203173,2011,0.715,0.584,8,-8.231,0.0296,0.432,1.41e-06,0.095,0.61,90.987
632,Luke Bryan,Country Girl (Shake It For Me),225560,2011,0.645,0.904,2,-4.532,0.0462,0.0293,0.0,0.0834,0.671,105.97
633,Dev,In The Dark,226227,2011,0.736,0.823,8,-4.231,0.0675,0.00358,0.000914,0.33,0.442,124.954
634,New Boyz ,Backseat,224093,2011,0.595,0.923,7,-3.449,0.144,0.0693,0.0,0.505,0.782,125.029
635,Drake,Headlines,235987,2011,0.636,0.566,6,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894
636,Beyonce,Best Thing I Never Had,253747,2011,0.545,0.649,6,-4.062,0.0324,0.143,1.57e-05,0.0894,0.297,99.099
637,David Guetta ,Where Them Girls At,210093,2011,0.664,0.873,3,-3.115,0.0394,0.0305,0.0,0.228,0.571,129.876
638,Chris Brown,She Ain't You,248107,2011,0.634,0.716,2,-6.502,0.128,0.0341,0.0,0.0877,0.619,91.039
639,Rodney Atkins,Take A Back Road,209427,2011,0.581,0.856,3,-4.0,0.0783,0.183,0.0,0.0871,0.918,169.902
640,Mike Posner,Please Don't Go,196813,2011,0.699,0.882,4,-3.896,0.0311,0.00296,0.0544,0.13,0.657,120.016
641,Miguel,Sure Thing,195373,2011,0.684,0.603,11,-8.127,0.0989,0.0275,0.000311,0.191,0.504,81.0
642,Jessie J ,Price Tag,223053,2011,0.638,0.831,5,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038
643,Blake Shelton,God Gave Me You,229533,2011,0.483,0.844,2,-5.043,0.0314,0.00481,7.29e-05,0.405,0.543,151.977
